sample,task,student,transcript,recording_path,filtered,subtask_name,task_name,len_seconds,garbage_count,non_final_garbage_count,stutter_count,asterisk_count,filler_count,filtered_transcript,content_transcript,filtered_transcript_no_garbage,num_content_tokens,num_content_types,TTR,cefr,task_completion,keep,cefr_bin,subtask_test_train,task_test_train,task_wer_no_garb,task_cer_no_garb,task_prediction,subtask_wer_no_garb,subtask_cer_no_garb,subtask_prediction,infitms,infitmz,wer_task_subs,wer_task_dels,wer_task_ins,cer_task_subs,cer_task_dels,cer_task_ins,wer_subtask_subs,wer_subtask_dels,wer_subtask_ins,cer_subtask_subs,cer_subtask_dels,cer_subtask_ins
1711,11,46,jag har gjort jätte mycket jag har varit i skolan och ätit och jag,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_247/recording.wav,False,6_2,6,9.6595,0,0,0,0,0,jag har gjort jätte mycket jag har varit i skolan och ätit och jag,jag har gjort jätte mycket jag har varit i skolan och ätit och jag,jag har gjort jätte mycket jag har varit i skolan och ätit och jag,14,10,0.7142857142857143,4.13,2.96,1,4,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.62,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1712,11,47,jag har varit i skola,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_2pw/recording.wav,False,6_2,6,2.972125,0,0,0,0,0,jag har varit i skola,jag har varit i skola,jag har varit i skola,5,5,1.0,3.17,2.26,1,3,eval,test,0.0,0.0,jag har varit i skola,9999.0,9999.0,9999,0.0,0.22,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
1713,11,48,jag är svenska lektionen öö och jag <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_46m/recording.wav,False,6_2,6,7.430375,1,0,0,0,1,jag är svenska lektionen öö och jag <garbage>,jag är svenska lektionen och jag,jag är svenska lektionen öö och jag,6,5,0.8333333333333334,3.17,1.82,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1714,11,120,jag har var i skolan idag,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_74a/recording.wav,False,6_2,6,7.430375,0,0,0,0,0,jag har var i skolan idag,jag har var i skolan idag,jag har var i skolan idag,6,6,1.0,3.17,2.26,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1715,11,49,öö jag har gått i skolan jag hade mat och fysik,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_8bx/recording.wav,False,6_2,6,6.687375,0,0,0,0,1,öö jag har gått i skolan jag hade mat och fysik,jag har gått i skolan jag hade mat och fysik,öö jag har gått i skolan jag hade mat och fysik,10,9,0.9,3.17,2.26,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1716,11,50,jag har pluggat i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_8gp/recording.wav,False,6_2,6,3.3436875,0,0,0,0,0,jag har pluggat i skolan,jag har pluggat i skolan,jag har pluggat i skolan,5,5,1.0,3.17,2.26,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1717,11,160,jag vet inte jag är jyväskylä<name>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_aa8/recording.wav,True,6_2,6,6.3158125,0,0,0,0,0,jag vet inte jag är jyväskylä,jag vet inte jag är jyväskylä,jag vet inte jag är jyväskylä,6,5,0.8333333333333334,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1718,11,51,jag <garbage> och studerat,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_bd3/recording.wav,False,6_2,6,8.5333125,1,1,0,0,0,jag <garbage> och studerat,jag och studerat,jag och studerat,3,3,1.0,3.17,2.26,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1719,11,52,jag har varit i skolan och jag har hade öö sport och <garbage> och svenska <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_ef5/recording.wav,False,6_2,6,9.6595,2,1,0,0,1,jag har varit i skolan och jag har hade öö sport och <garbage> och svenska <garbage>,jag har varit i skolan och jag har hade sport och och svenska,jag har varit i skolan och jag har hade öö sport och och svenska,13,9,0.6923076923076923,3.17,2.96,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1720,11,161,jag har varit i skolan inte så intressant och dig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_efe/recording.wav,False,6_2,6,9.6595,0,0,0,0,0,jag har varit i skolan inte så intressant och dig,jag har varit i skolan inte så intressant och dig,jag har varit i skolan inte så intressant och dig,10,10,1.0,3.17,2.96,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1721,11,53,öö ingenting,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_ewy/recording.wav,False,6_2,6,7.430375,0,0,0,0,1,öö ingenting,ingenting,öö ingenting,1,1,1.0,9999.0,1.82,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1722,11,54,öö jag vaknade klockan åtta sen jag åkte till skola efter skolan när jag slutar på fyra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_f4j/recording.wav,False,6_2,6,9.6595,0,0,0,0,1,öö jag vaknade klockan åtta sen jag åkte till skola efter skolan när jag slutar på fyra,jag vaknade klockan åtta sen jag åkte till skola efter skolan när jag slutar på fyra,öö jag vaknade klockan åtta sen jag åkte till skola efter skolan när jag slutar på fyra,16,14,0.875,3.17,2.96,1,3,test,eval,9999.0,9999.0,9999,0.4117647058823529,0.16091954022988506,öö jag vagnade kluc kan åtta sen jag g till skola efter skolan jag det sluttar på fyra,0.0,0.22,9999,9999,9999,9999,9999,9999,1,16,0,4,83,0
1723,11,121,öö jag har <garbage> *läset* sverige<name>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_gky/recording.wav,False,6_2,6,8.5449375,1,1,0,1,1,öö jag har <garbage> läset sverige,jag har *läset* sverige,öö jag har läset sverige,4,4,1.0,2.15,1.82,1,2,test,train,9999.0,9999.0,9999,0.4,0.08333333333333333,öö jag hr läst sverige,0.0,0.44,9999,9999,9999,9999,9999,9999,1,4,0,4,20,0
1724,11,55,jag har varit i skolan och öö jag har varit i svensk lektionen och matematik lektionen och jag har åt i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_gp4/recording.wav,False,6_2,6,9.288,0,0,0,0,1,jag har varit i skolan och öö jag har varit i svensk lektionen och matematik lektionen och jag har åt i skolan,jag har varit i skolan och jag har varit i svensk lektionen och matematik lektionen och jag har åt i skolan,jag har varit i skolan och öö jag har varit i svensk lektionen och matematik lektionen och jag har åt i skolan,21,10,0.4761904761904762,3.17,2.96,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1725,11,56,jag gjorde ingenting jag äter bra frukost och sedan jag *komde* till <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_gqe/recording.wav,False,6_2,6,9.6595,1,0,0,1,0,jag gjorde ingenting jag äter bra frukost och sedan jag komde till <garbage>,jag gjorde ingenting jag äter bra frukost och sedan jag *komde* till,jag gjorde ingenting jag äter bra frukost och sedan jag komde till,12,10,0.8333333333333334,3.17,2.26,1,3,test,train,9999.0,9999.0,9999,0.4166666666666667,0.16666666666666666,jag gjore ingenting jag äta bra frupkost och sedan jag kommed till sksk,0.0,0.22,9999,9999,9999,9999,9999,9999,1,11,0,4,62,0
1726,11,175,jag har varit i skolan och jag *ätade* jag *ätade* skol i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_ht6/recording.wav,False,6_2,6,9.6595,0,0,0,2,0,jag har varit i skolan och jag ätade jag ätade skol i skolan,jag har varit i skolan och jag *ätade* jag *ätade* skol i skolan,jag har varit i skolan och jag ätade jag ätade skol i skolan,13,8,0.6153846153846154,3.17,1.82,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1727,11,57,mm jag har pluggade i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_jjz/recording.wav,False,6_2,6,8.9164375,0,0,0,0,1,mm jag har pluggade i skolan,jag har pluggade i skolan,mm jag har pluggade i skolan,5,5,1.0,2.15,1.82,1,2,eval,test,0.0,0.0,mm jag har pluggade i skolan,9999.0,9999.0,9999,0.0,0.44,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
1728,11,58,vad,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_jrg/recording.wav,True,6_2,6,4.0866875,0,0,0,0,0,vad,vad,vad,1,1,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1729,11,162,aa jag har jag har <garbage> varit i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_jta/recording.wav,False,6_2,6,9.8986875,1,1,0,0,1,aa jag har jag har <garbage> varit i skolan,jag har jag har varit i skolan,aa jag har jag har varit i skolan,7,5,0.7142857142857143,2.15,1.82,1,2,test,test,0.125,0.09090909090909091,jag har jag har varit i skolan,0.0,0.0,aa jag har jag har varit i skolan,0.0,0.44,0,1,0,0,3,0,0,1,0,0,3,0
1730,11,59,jag har varit i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_jz2/recording.wav,False,6_2,6,2.229125,0,0,0,0,0,jag har varit i skolan,jag har varit i skolan,jag har varit i skolan,5,5,1.0,3.17,1.82,1,3,eval,test,0.0,0.0,jag har varit i skolan,9999.0,9999.0,9999,0.0,0.22,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
1731,11,60,jag har var- varit i skolan och *sovat* lite på morgonen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_kr8/recording.wav,False,6_2,6,9.6595,0,0,1,1,0,jag har var varit i skolan och sovat lite på morgonen,jag har varit i skolan och *sovat* lite på morgonen,jag har var varit i skolan och sovat lite på morgonen,10,10,1.0,3.17,2.26,1,3,test,test,0.18181818181818182,0.05660377358490566,jag har varit varit i skolan och sovit lite på morgonen,0.18181818181818182,0.03773584905660377,jag har vart varit i skolan och såvat lite på morgonen,0.0,0.22,2,0,0,1,0,2,2,0,0,1,0,2
1732,11,61,ää jag har bara varit i skolan och gjort några hem läxor,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_ppj/recording.wav,False,6_2,6,10.031,0,0,0,0,1,ää jag har bara varit i skolan och gjort några hem läxor,jag har bara varit i skolan och gjort några hem läxor,ää jag har bara varit i skolan och gjort några hem läxor,11,11,1.0,4.13,2.96,1,4,test,train,9999.0,9999.0,9999,0.25,0.08928571428571429,öö jag har bara varit i skolan och gjort några hemläkxtor,0.0,0.62,9999,9999,9999,9999,9999,9999,1,11,0,4,52,0
1733,11,62,jag har jag har varit i dag och gör några läxor och så,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_qg5/recording.wav,False,6_2,6,7.430375,0,0,0,0,0,jag har jag har varit i dag och gör några läxor och så,jag har jag har varit i dag och gör några läxor och så,jag har jag har varit i dag och gör några läxor och så,13,10,0.7692307692307693,3.17,2.96,1,3,test,train,9999.0,9999.0,9999,0.3076923076923077,0.24074074074074073,jag har jag har varit i skolan idag och gjört några lekxtor och så,0.0,0.22,9999,9999,9999,9999,9999,9999,1,12,0,4,50,0
1734,11,122,jag gör min min examen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_r8p/recording.wav,False,6_2,6,9.8986875,0,0,0,0,0,jag gör min min examen,jag gör min min examen,jag gör min min examen,5,4,0.8,2.15,1.82,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1735,11,63,jag har gjort mycket läxor och skol arbete,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_svd/recording.wav,False,6_2,6,7.430375,0,0,0,0,0,jag har gjort mycket läxor och skol arbete,jag har gjort mycket läxor och skol arbete,jag har gjort mycket läxor och skol arbete,8,8,1.0,3.17,2.96,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1736,11,64,öö jag har varit i <garbage> matematik lekt- lektion och jag har åtit mat,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_tq9/recording.wav,False,6_2,6,7.430375,1,1,1,0,1,öö jag har varit i <garbage> matematik lekt lektion och jag har åtit mat,jag har varit i matematik lektion och jag har åtit mat,öö jag har varit i matematik lekt lektion och jag har åtit mat,11,9,0.8181818181818182,3.17,2.26,1,3,test,train,9999.0,9999.0,9999,0.3076923076923077,0.06451612903225806,öö jag har varit matematik lektilektion och jag har åtidt mat,0.0,0.22,9999,9999,9999,9999,9999,9999,1,12,0,4,58,0
1737,11,176,jag har varit i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_twj/recording.wav,False,6_2,6,8.1734375,0,0,0,0,0,jag har varit i skolan,jag har varit i skolan,jag har varit i skolan,5,5,1.0,3.17,1.82,1,3,test,test,0.0,0.0,jag har varit i skolan,0.0,0.0,jag har varit i skolan,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0
1738,11,65,öö jag har mm jag har öö varit i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_txc/recording.wav,False,6_2,6,8.192,0,0,0,0,3,öö jag har mm jag har öö varit i skolan,jag har jag har varit i skolan,öö jag har mm jag har öö varit i skolan,7,5,0.7142857142857143,3.17,1.82,1,3,test,eval,9999.0,9999.0,9999,0.0,0.0,öö jag har mm jag har öö varit i skolan,0.0,0.22,9999,9999,9999,9999,9999,9999,1,9,0,4,35,0
1739,11,66,öö jag har varit i skolan och jag hade bildkonst och engelska och nu svenska,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_vk6/recording.wav,False,6_2,6,7.430375,0,0,0,0,1,öö jag har varit i skolan och jag hade bildkonst och engelska och nu svenska,jag har varit i skolan och jag hade bildkonst och engelska och nu svenska,öö jag har varit i skolan och jag hade bildkonst och engelska och nu svenska,14,11,0.7857142857142857,4.13,2.96,1,4,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.62,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1740,11,123,jag var i skola och jag lyssna på på mu- musik och läsa bö-,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_vnp/recording.wav,False,6_2,6,9.6595,0,0,2,0,0,jag var i skola och jag lyssna på på mu musik och läsa bö,jag var i skola och jag lyssna på på musik och läsa,jag var i skola och jag lyssna på på mu musik och läsa bö,12,9,0.75,3.17,2.26,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1741,11,68,jag har studerat och jag har ätit,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_ym5/recording.wav,False,6_2,6,9.6595,0,0,0,0,0,jag har studerat och jag har ätit,jag har studerat och jag har ätit,jag har studerat och jag har ätit,7,5,0.7142857142857143,3.17,2.26,1,3,test,train,9999.0,9999.0,9999,0.0,0.0,jag har studerat och jag har ätit,0.0,0.22,9999,9999,9999,9999,9999,9999,1,6,0,4,29,0
1742,11,124,öö jag var i skolan och och och vi har här idrott och,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_zh4/recording.wav,False,6_2,6,9.6595,0,0,0,0,1,öö jag var i skolan och och och vi har här idrott och,jag var i skolan och och och vi har här idrott och,öö jag var i skolan och och och vi har här idrott och,12,9,0.75,3.17,2.26,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1743,11,69,ööm jag har varit i skolan <garbage> och ja och ja,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/jyvas_zsa/recording.wav,False,6_2,6,7.058875,1,1,0,0,0,ööm jag har varit i skolan <garbage> och ja och ja,ööm jag har varit i skolan och ja och ja,ööm jag har varit i skolan och ja och ja,10,8,0.8,2.15,1.82,1,2,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1744,11,148,öö jag komde till skolan och öö inget annat,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_3uk/recording.wav,False,6_2,6,6.687375,0,0,0,0,2,öö jag komde till skolan och öö inget annat,jag komde till skolan och inget annat,öö jag komde till skolan och öö inget annat,7,7,1.0,3.17,1.82,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1745,11,177,jag var med min vän,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_88n/recording.wav,False,6_2,6,5.20125,0,0,0,0,0,jag var med min vän,jag var med min vän,jag var med min vän,5,5,1.0,3.17,1.82,1,3,test,eval,9999.0,9999.0,9999,0.2,0.05263157894736842,jag var med men vän,0.0,0.22,9999,9999,9999,9999,9999,9999,1,4,0,4,15,0
1746,11,102,jag har varit på skolan och det har varit jätte roligt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_8pw/recording.wav,False,6_2,6,9.6595,0,0,0,0,0,jag har varit på skolan och det har varit jätte roligt,jag har varit på skolan och det har varit jätte roligt,jag har varit på skolan och det har varit jätte roligt,11,9,0.8181818181818182,3.17,2.26,1,3,train,test,0.18181818181818182,0.1111111111111111,jag har varit på skolan och det har varit äteulig,9999.0,9999.0,9999,0.0,0.22,1,1,0,1,5,0,9999,9999,9999,9999,9999,9999
1747,11,125,men jag vaknade upp någon som en timma sen du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_br8/recording.wav,False,6_2,6,9.6595,0,0,0,0,0,men jag vaknade upp någon som en timma sen du,men jag vaknade upp någon som en timma sen du,men jag vaknade upp någon som en timma sen du,10,10,1.0,3.17,1.82,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1748,11,179,mm det vaknade åt frukost och kommit till skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_ep4/recording.wav,False,6_2,6,4.82975,0,0,0,0,1,mm det vaknade åt frukost och kommit till skolan,det vaknade åt frukost och kommit till skolan,mm det vaknade åt frukost och kommit till skolan,8,8,1.0,4.13,2.96,1,4,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.62,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1749,11,164,mm jag har bara kommit till skolan och lite cyklat det är allt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_xk4/recording.wav,False,6_2,6,7.801875,0,0,0,0,1,mm jag har bara kommit till skolan och lite cyklat det är allt,jag har bara kommit till skolan och lite cyklat det är allt,mm jag har bara kommit till skolan och lite cyklat det är allt,12,12,1.0,3.17,2.96,1,3,test,train,9999.0,9999.0,9999,0.38461538461538464,0.1935483870967742,öö jag har bara kommit till skolan och lite syglat ält,0.0,0.22,9999,9999,9999,9999,9999,9999,1,12,0,4,58,0
1750,11,71,jag har sovit och jag har *ätit*,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/kauni_y8c/recording.wav,False,6_2,6,9.6595,0,0,0,1,0,jag har sovit och jag har ätit,jag har sovit och jag har *ätit*,jag har sovit och jag har ätit,7,5,0.7142857142857143,3.17,2.26,1,3,test,train,9999.0,9999.0,9999,0.14285714285714285,0.03333333333333333,jag har såvit och jag har ätit,0.0,0.22,9999,9999,9999,9999,9999,9999,1,6,0,4,26,0
1751,11,126,öö jag var i skolan och jag *åtat* *åte* åt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_3qp/recording.wav,False,6_2,6,8.9164375,0,0,0,2,1,öö jag var i skolan och jag åtat åte åt,jag var i skolan och jag *åtat* *åte* åt,öö jag var i skolan och jag åtat åte åt,9,8,0.8888888888888888,3.17,1.82,1,3,train,test,0.1,0.05128205128205128,öö jag var i skolan och jag åt åte åt,9999.0,9999.0,9999,0.0,0.22,1,0,0,0,2,0,9999,9999,9999,9999,9999,9999
1752,11,75,äm jag var i mm en market och ääm jag vet in-,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_64b/recording.wav,False,6_2,6,10.031,0,0,1,0,3,äm jag var i mm en market och ääm jag vet in,jag var i en market och jag vet,äm jag var i mm en market och ääm jag vet in,8,7,0.875,3.17,1.82,1,3,train,test,0.25,0.09090909090909091,am jag var i mm en market och ööm jag vet int,9999.0,9999.0,9999,0.0,0.22,3,0,0,3,0,1,9999,9999,9999,9999,9999,9999
1753,11,127,jag är i skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_6g7/recording.wav,False,6_2,6,3.7151875,0,0,0,0,0,jag är i skolan,jag är i skolan,jag är i skolan,4,4,1.0,2.15,1.82,1,2,train,test,0.0,0.0,jag är i skolan,9999.0,9999.0,9999,0.0,0.44,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
1754,11,76,jag kommer till skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_6jf/recording.wav,False,6_2,6,4.0866875,0,0,0,0,0,jag kommer till skolan,jag kommer till skolan,jag kommer till skolan,4,4,1.0,2.15,1.82,1,2,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1755,11,78,jag vet inte,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_8e7/recording.wav,True,6_2,6,2.229125,0,0,0,0,0,jag vet inte,jag vet inte,jag vet inte,3,3,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1756,11,79,jag har gjort många saker,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_9wc/recording.wav,False,6_2,6,4.45825,0,0,0,0,0,jag har gjort många saker,jag har gjort många saker,jag har gjort många saker,5,5,1.0,3.17,1.82,1,3,test,eval,9999.0,9999.0,9999,0.2,0.12,jag har öö gjort många saker,0.0,0.22,9999,9999,9999,9999,9999,9999,1,4,0,4,21,0
1757,11,165,jag har varit på skolan och studerat öö bild och svenska,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_awy/recording.wav,False,6_2,6,9.288,0,0,0,0,1,jag har varit på skolan och studerat öö bild och svenska,jag har varit på skolan och studerat bild och svenska,jag har varit på skolan och studerat öö bild och svenska,10,9,0.9,3.17,2.26,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.22,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1758,11,80,mm jag kommer till skolan,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_2/olari_bdv/recording.wav,False,6_2,6,5.20125,0,0,0,0,1,mm jag kommer till skolan,jag kommer till skolan,mm jag kommer till skolan,4,4,1.0,2.15,1.82,1,2,train,test,0.0,0.0,mm jag kommer till skolan,9999.0,9999.0,9999,0.0,0.44,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999
